//,패키지    : 50000 ~ ( 500 ),,,,,,,,,,,,,,,,,,루비(5000),슈퍼백신(802),부활석(1200),,,,,,,,,,,,,,,,,,,,,,,,,,
//,              필수(50000 ~ 59999(관리자가 입력:테이블사용불가),,,,,,,,,,,,,,,,,코인(0),코인(5100),알바의귀재(1002),합성 1시간단축(1600),,,,,,,,,,,,,,,,,,,,,,,,,,
//,동물뽑기 : 60000 ~  ( 600 ),,,,,,,,,,,,,,,,,루비(1),하트(2000),특수촉진제(1103),긴급요청 티켓(2100),,,,,,,,,,,,,,,,,,,,,,,,,,
//,야바위    : 70000 ~  ( 700 ),,,,,,,,,,,,,,,,,하트(2),건초(900),,일반 교배 티켓(2200),,,,,,,,,,,,,,,,,,,,,,,,,,
//label(version),보물      : 120000 ~ ( 1200 ) ,,,,,,,,,,,,,,,,,건초(3),우정포인트(1900),,프리미엄 교배 티켓(2300),,,,,,,,,,,,,,,,,,,,,,,,,,
//,보물뽑기 : 130000 ~ ( 1300 ) ,,,,,,,,,,,"동물, 보물에서는 뽑기 오픈조건임",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//,,,,,,,,,,,,,묶음가격,묶음가격,,단일가격,,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
//,아이템 코드,카테고리,서브 카테고리,장착 슬롯,아이템 이름,사용 여부,상단게시,등급,세일여부,아이콘,판매요구 레벨,요구 주택 레벨,코인가격,캐시가격,1회구매수량,판매,아이템 설명,액세서리 슬롯(사용안함),등급을 색으로변경,생산 속도(단계),신선도(다른것이 사용됨 이제는 사용안함),질병 저항,먹이 소모량,아이템 생산 확률(%),피버 생산 확률(%),몸체,회북요구량,먹이통 최대,부활타임(1h),부활석 소모,특수능력,상인거래단가상승,코인,하트,세포 촉진제,신선도,,턴타임,,시간,,방어,,HP,,레벨당 유전자필요수량,
label(animal),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,accessorykind,stargrade,milkspeed,milkfresh,res_disease,consume,coin_creation,fever_creation,bodycode,healpoint,consumeinit,revivaltime,reviveconsume,special_ability,animal_danga,upgamecost,upheart,upboost,freshbase,freshconst,attbase,attconst,timebase,timeconst,defbase,defconst,hpbase,hpconst,upstep,upstepmax
,6304,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.4,0,-1,저급(0),0,ipure002,0,0,290,0,1,1,축사 환경 개선 Lv.4,4,0,40,1200,8,floor_01,7,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6305,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.5,0,-1,저급(0),0,ipure003,0,0,400,0,1,1,축사 환경 개선 Lv.5,5,0,40,2400,10,floor_02,9,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6306,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.6,0,-1,저급(0),0,ipure003,0,0,510,0,1,1,축사 환경 개선 Lv.6,6,0,40,3600,12,floor_02,11,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6307,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.7,0,-1,저급(0),0,ipure003,0,0,620,0,1,1,축사 환경 개선 Lv.7,7,0,50,7200,14,floor_02,13,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6308,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.8,0,-1,저급(0),0,ipure004,0,0,730,0,1,1,축사 환경 개선 Lv.8,8,0,50,10800,16,floor_03,15,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6309,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.9,0,-1,저급(0),0,ipure004,0,0,920,0,1,1,축사 환경 개선 Lv.9,9,0,50,14400,18,floor_03,17,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6310,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.10,0,-1,저급(0),0,ipure004,0,0,1100,0,1,1,축사 환경 개선 Lv.10,10,0,60,21600,20,floor_03,19,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6311,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.11,0,-1,저급(0),0,ipure005,0,0,1600,0,1,1,축사 환경 개선 Lv.11,11,0,60,28800,22,floor_04,21,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6312,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.12,0,-1,저급(0),0,ipure005,0,0,1800,0,1,1,축사 환경 개선 Lv.12,12,0,70,36000,24,floor_04,23,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6313,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.13,0,-1,저급(0),0,ipure005,0,0,1900,0,1,1,축사 환경 개선 Lv.13,13,0,80,43200,26,floor_04,25,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6314,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.14,0,-1,저급(0),0,ipure006,0,0,2600,0,1,1,축사 환경 개선 Lv.14,14,0,90,64800,28,floor_05,27,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6315,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.15,0,-1,저급(0),0,ipure006,0,0,3100,0,1,1,축사 환경 개선 Lv.15,15,0,100,86400,30,floor_05,29,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6316,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.16,0,-1,저급(0),0,ipure006,0,0,3300,0,1,1,축사 환경 개선 Lv.16,16,0,110,115200,32,floor_05,31,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6317,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.17,0,-1,저급(0),0,ipure007,0,0,4200,0,1,1,축사 환경 개선 Lv.17,17,0,120,144000,34,floor_06,35,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6318,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.18,0,-1,저급(0),0,ipure007,0,0,4500,0,1,1,축사 환경 개선 Lv.18,18,0,130,172800,36,floor_06,39,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6319,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.19,0,-1,저급(0),0,ipure007,0,0,4700,0,1,1,축사 환경 개선 Lv.19,19,0,140,201600,38,floor_06,43,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6320,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.20,0,-1,저급(0),0,ipure008,0,0,5800,0,1,1,축사 환경 개선 Lv.20,20,0,150,230400,40,floor_07,47,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6321,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.21,0,-1,저급(0),0,ipure008,0,0,29000,0,1,1,축사 환경 개선 Lv.21,21,0,160,259200,45,floor_07,51,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6322,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.22,0,-1,저급(0),0,ipure008,0,0,145000,0,1,1,축사 환경 개선 Lv.22,22,0,200,288000,55,floor_07,55,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6323,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.23,0,-1,저급(0),0,ipure008,0,0,725000,0,1,1,축사 환경 개선 Lv.23,23,0,230,316800,70,floor_07,59,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6324,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.24,0,-1,저급(0),0,ipure009,0,0,870000,0,1,1,축사 환경 개선 Lv.24,24,0,270,345600,72,floor_08,61,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6325,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.25,0,-1,저급(0),0,ipure009,0,0,1044000,0,1,1,축사 환경 개선 Lv.25,25,0,310,374400,80,floor_08,63,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6326,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.26,0,-1,저급(0),0,ipure009,0,0,1253000,0,1,1,축사 환경 개선 Lv.26,26,0,350,403200,85,floor_08,65,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6327,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.27,0,-1,저급(0),0,ipure010,0,0,1504000,0,1,1,축사 환경 개선 Lv.27,27,0,390,432000,90,floor_09,67,4,0,2,300,,,,,,,,,,,,,,,,,,,
,6328,업글(60),축사환경개선(63),없음(0),축사 환경 개선 Lv.28,0,-1,저급(0),0,ipure010,0,0,1805000,0,1,1,축사 환경 개선 Lv.28,28,0,430,460800,85,floor_09,69,4,0,2,300,,,,,,,,,,,,,,,,,,,
//양동이 업그레이드 > 양동이 수량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(basketinfo),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,step,wantfame,cashcomplete,upgradetime,bucketsize,sprite,unlock,upgrade_type,dummy_column,dangapercashcomplete,dangatime,,,,,,,,,,,,,,,,,,,
,6400,업글(60),양동이(64),없음(0),양동이 Lv.0,0,-1,저급(0),0,ibott001,0,0,0,0,1,1,양동이 Lv.0,0,0,10,0,30,null,4,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6401,업글(60),양동이(64),없음(0),양동이 Lv.1,0,-1,저급(0),0,ibott001,0,0,50,0,1,1,양동이 Lv.1,1,0,30,90,31,bucket_01,4,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6402,업글(60),양동이(64),없음(0),양동이 Lv.2,0,-1,저급(0),0,ibott002,0,0,130,0,1,1,양동이 Lv.2,2,0,30,210,32,bucket_02,5,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6403,업글(60),양동이(64),없음(0),양동이 Lv.3,0,-1,저급(0),0,ibott002,0,0,230,0,1,1,양동이 Lv.3,3,0,40,600,33,bucket_02,6,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6404,업글(60),양동이(64),없음(0),양동이 Lv.4,0,-1,저급(0),0,ibott002,0,0,360,0,1,1,양동이 Lv.4,4,0,40,1200,34,bucket_02,8,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6405,업글(60),양동이(64),없음(0),양동이 Lv.5,0,-1,저급(0),0,ibott003,0,0,500,0,1,1,양동이 Lv.5,5,0,40,2400,35,bucket_03,10,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6406,업글(60),양동이(64),없음(0),양동이 Lv.6,0,-1,저급(0),0,ibott003,0,0,630,0,1,1,양동이 Lv.6,6,0,40,3600,36,bucket_03,12,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6407,업글(60),양동이(64),없음(0),양동이 Lv.7,0,-1,저급(0),0,ibott003,0,0,770,0,1,1,양동이 Lv.7,7,0,50,7200,37,bucket_03,14,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6408,업글(60),양동이(64),없음(0),양동이 Lv.8,0,-1,저급(0),0,ibott004,0,0,910,0,1,1,양동이 Lv.8,8,0,50,10800,38,bucket_04,16,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6409,업글(60),양동이(64),없음(0),양동이 Lv.9,0,-1,저급(0),0,ibott004,0,0,1150,0,1,1,양동이 Lv.9,9,0,50,14400,39,bucket_04,18,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6410,업글(60),양동이(64),없음(0),양동이 Lv.10,0,-1,저급(0),0,ibott004,0,0,1300,0,1,1,양동이 Lv.10,10,0,60,21600,40,bucket_04,20,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6411,업글(60),양동이(64),없음(0),양동이 Lv.11,0,-1,저급(0),0,ibott005,0,0,2000,0,1,1,양동이 Lv.11,11,0,60,28800,42,bucket_05,22,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6412,업글(60),양동이(64),없음(0),양동이 Lv.12,0,-1,저급(0),0,ibott005,0,0,2200,0,1,1,양동이 Lv.12,12,0,70,36000,44,bucket_05,24,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6413,업글(60),양동이(64),없음(0),양동이 Lv.13,0,-1,저급(0),0,ibott005,0,0,2400,0,1,1,양동이 Lv.13,13,0,80,43200,46,bucket_05,26,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6414,업글(60),양동이(64),없음(0),양동이 Lv.14,0,-1,저급(0),0,ibott006,0,0,3300,0,1,1,양동이 Lv.14,14,0,90,64800,48,bucket_06,28,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6415,업글(60),양동이(64),없음(0),양동이 Lv.15,0,-1,저급(0),0,ibott006,0,0,3900,0,1,1,양동이 Lv.15,15,0,100,86400,50,bucket_06,30,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6416,업글(60),양동이(64),없음(0),양동이 Lv.16,0,-1,저급(0),0,ibott006,0,0,4100,0,1,1,양동이 Lv.16,16,0,110,115200,52,bucket_06,32,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6417,업글(60),양동이(64),없음(0),양동이 Lv.17,0,-1,저급(0),0,ibott007,0,0,5200,0,1,1,양동이 Lv.17,17,0,120,144000,54,bucket_07,34,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6418,업글(60),양동이(64),없음(0),양동이 Lv.18,0,-1,저급(0),0,ibott007,0,0,5600,0,1,1,양동이 Lv.18,18,0,130,172800,56,bucket_07,36,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6419,업글(60),양동이(64),없음(0),양동이 Lv.19,0,-1,저급(0),0,ibott007,0,0,5900,0,1,1,양동이 Lv.19,19,0,140,201600,60,bucket_07,40,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6420,업글(60),양동이(64),없음(0),양동이 Lv.20,0,-1,저급(0),0,ibott007,0,0,7200,0,1,1,양동이 Lv.20,20,0,150,230400,64,bucket_07,44,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6421,업글(60),양동이(64),없음(0),양동이 Lv.21,0,-1,저급(0),0,ibott008,0,0,36000,0,1,1,양동이 Lv.21,21,0,160,259200,70,bucket_08,52,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6422,업글(60),양동이(64),없음(0),양동이 Lv.22,0,-1,저급(0),0,ibott008,0,0,180000,0,1,1,양동이 Lv.22,22,0,200,288000,80,bucket_08,56,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6423,업글(60),양동이(64),없음(0),양동이 Lv.23,0,-1,저급(0),0,ibott008,0,0,900000,0,1,1,양동이 Lv.23,23,0,230,316800,90,bucket_08,60,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6424,업글(60),양동이(64),없음(0),양동이 Lv.24,0,-1,저급(0),0,ibott009,0,0,1080000,0,1,1,양동이 Lv.24,24,0,270,345600,95,bucket_09,62,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6425,업글(60),양동이(64),없음(0),양동이 Lv.25,0,-1,저급(0),0,ibott009,0,0,1296000,0,1,1,양동이 Lv.25,25,0,310,374400,100,bucket_09,64,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6426,업글(60),양동이(64),없음(0),양동이 Lv.26,0,-1,저급(0),0,ibott010,0,0,1556000,0,1,1,양동이 Lv.26,26,0,350,403200,105,bucket_10,66,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6427,업글(60),양동이(64),없음(0),양동이 Lv.27,0,-1,저급(0),0,ibott010,0,0,1868000,0,1,1,양동이 Lv.27,27,0,390,432000,110,bucket_10,68,5,0,2,300,,,,,,,,,,,,,,,,,,,
,6428,업글(60),양동이(64),없음(0),양동이 Lv.28,0,-1,저급(0),0,ibott010,0,0,2242000,0,1,1,양동이 Lv.28,28,0,430,460800,120,bucket_10,70,5,0,2,300,,,,,,,,,,,,,,,,,,,
//착유기 업그레이드 > 수량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(pumpInfo),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,step,wantfame,cashcomplete,upgradetime,accuirespd,sprite,unlock,upgrade_type,addmilkchance,dangapercashcomplete,dangatime,,,,,,,,,,,,,,,,,,,
,6500,업글(60),착유기(65),없음(0),착유기 Lv.0,0,-1,저급(0),0,ipump001,0,0,0,0,1,1,착유기 Lv.0,0,0,10,0,0,0,1,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6501,업글(60),착유기(65),없음(0),착유기 Lv.1,0,-1,저급(0),0,ipump001,0,0,60,0,1,1,착유기 Lv.1,1,0,30,30,50,0,1,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6502,업글(60),착유기(65),없음(0),착유기 Lv.2,0,-1,저급(0),0,ipump002,0,0,160,0,1,1,착유기 Lv.2,2,0,30,60,85,0,2,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6503,업글(60),착유기(65),없음(0),착유기 Lv.3,0,-1,저급(0),0,ipump002,0,0,270,0,1,1,착유기 Lv.3,3,0,40,120,100,0,3,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6504,업글(60),착유기(65),없음(0),착유기 Lv.4,0,-1,저급(0),0,ipump002,0,0,430,0,1,1,착유기 Lv.4,4,0,40,240,115,0,4,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6505,업글(60),착유기(65),없음(0),착유기 Lv.5,0,-1,저급(0),0,ipump003,0,0,590,0,1,1,착유기 Lv.5,5,0,40,480,130,0,5,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6506,업글(60),착유기(65),없음(0),착유기 Lv.6,0,-1,저급(0),0,ipump003,0,0,750,0,1,1,착유기 Lv.6,6,0,40,900,145,0,7,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6507,업글(60),착유기(65),없음(0),착유기 Lv.7,0,-1,저급(0),0,ipump003,0,0,910,0,1,1,착유기 Lv.7,7,0,50,1200,160,0,9,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6508,업글(60),착유기(65),없음(0),착유기 Lv.8,0,-1,저급(0),0,ipump004,0,0,1100,0,1,1,착유기 Lv.8,8,0,50,1800,175,0,11,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6509,업글(60),착유기(65),없음(0),착유기 Lv.9,0,-1,저급(0),0,ipump004,0,0,1400,0,1,1,착유기 Lv.9,9,0,50,2400,190,0,13,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6510,업글(60),착유기(65),없음(0),착유기 Lv.10,0,-1,저급(0),0,ipump004,0,0,1600,0,1,1,착유기 Lv.10,10,0,60,3600,200,0,15,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6511,업글(60),착유기(65),없음(0),착유기 Lv.11,0,-1,저급(0),0,ipump005,0,0,2400,0,1,1,착유기 Lv.11,11,0,60,4800,210,0,17,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6512,업글(60),착유기(65),없음(0),착유기 Lv.12,0,-1,저급(0),0,ipump005,0,0,2600,0,1,1,착유기 Lv.12,12,0,70,6000,220,0,19,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6513,업글(60),착유기(65),없음(0),착유기 Lv.13,0,-1,저급(0),0,ipump005,0,0,2800,0,1,1,착유기 Lv.13,13,0,80,7200,230,0,21,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6514,업글(60),착유기(65),없음(0),착유기 Lv.14,0,-1,저급(0),0,ipump006,0,0,3800,0,1,1,착유기 Lv.14,14,0,90,14400,240,0,23,6,0,2,300,,,,,,,,,,,,,,,,,,,
,6515,업글(60),착유기(65),없음(0),착유기 Lv.15,0,-1,저급(0),0,ipump006,0,0,4500,0,1,1,착유기 Lv.15,15,0,100,28800,250,0,25,6,500,2,300,,,,,,,,,,,,,,,,,,,
,6516,업글(60),착유기(65),없음(0),착유기 Lv.16,0,-1,저급(0),0,ipump006,0,0,4800,0,1,1,착유기 Lv.16,16,0,110,43200,250,0,29,6,800,2,300,,,,,,,,,,,,,,,,,,,
,6517,업글(60),착유기(65),없음(0),착유기 Lv.17,0,-1,저급(0),0,ipump007,0,0,6100,0,1,1,착유기 Lv.17,17,0,120,86400,250,0,33,6,1100,2,300,,,,,,,,,,,,,,,,,,,
,6518,업글(60),착유기(65),없음(0),착유기 Lv.18,0,-1,저급(0),0,ipump007,0,0,6500,0,1,1,착유기 Lv.18,18,0,130,129600,250,0,37,6,1400,2,300,,,,,,,,,,,,,,,,,,,
,6519,업글(60),착유기(65),없음(0),착유기 Lv.19,0,-1,저급(0),0,ipump007,0,0,6900,0,1,1,착유기 Lv.19,19,0,140,172800,250,0,41,6,1700,2,300,,,,,,,,,,,,,,,,,,,
,6520,업글(60),착유기(65),없음(0),착유기 Lv.20,0,-1,저급(0),0,ipump007,0,0,8400,0,1,1,착유기 Lv.20,20,0,150,216000,250,0,45,6,2000,2,300,,,,,,,,,,,,,,,,,,,
,6521,업글(60),착유기(65),없음(0),착유기 Lv.21,0,-1,저급(0),0,ipump008,0,0,42000,0,1,1,착유기 Lv.21,21,0,160,259200,250,0,51,6,2300,2,300,,,,,,,,,,,,,,,,,,,
,6522,업글(60),착유기(65),없음(0),착유기 Lv.22,0,-1,저급(0),0,ipump008,0,0,210000,0,1,1,착유기 Lv.22,22,0,200,302400,250,0,55,6,2600,2,300,,,,,,,,,,,,,,,,,,,
,6523,업글(60),착유기(65),없음(0),착유기 Lv.23,0,-1,저급(0),0,ipump008,0,0,1050000,0,1,1,착유기 Lv.23,23,0,230,345600,250,0,59,6,2900,2,300,,,,,,,,,,,,,,,,,,,
,6524,업글(60),착유기(65),없음(0),착유기 Lv.24,0,-1,저급(0),0,ipump009,0,0,1260000,0,1,1,착유기 Lv.24,24,0,270,388800,250,0,62,6,2950,2,300,,,,,,,,,,,,,,,,,,,
,6525,업글(60),착유기(65),없음(0),착유기 Lv.25,0,-1,저급(0),0,ipump009,0,0,1512000,0,1,1,착유기 Lv.25,25,0,310,432000,255,0,64,6,3000,2,300,,,,,,,,,,,,,,,,,,,
,6526,업글(60),착유기(65),없음(0),착유기 Lv.26,0,-1,저급(0),0,ipump009,0,0,1815000,0,1,1,착유기 Lv.26,26,0,350,475200,260,0,66,6,3050,2,300,,,,,,,,,,,,,,,,,,,
,6527,업글(60),착유기(65),없음(0),착유기 Lv.27,0,-1,저급(0),0,ipump009,0,0,2178000,0,1,1,착유기 Lv.27,27,0,390,518400,265,0,68,6,3100,2,300,,,,,,,,,,,,,,,,,,,
,6528,업글(60),착유기(65),없음(0),착유기 Lv.28,0,-1,저급(0),0,ipump009,0,0,2614000,0,1,1,착유기 Lv.28,28,0,430,561600,270,0,70,6,3200,2,300,,,,,,,,,,,,,,,,,,,
//주입기 업그레이드 > 전송량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(transferinfo),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,step,wantfame,cashcomplete,upgradetime,transfer_amount,sprite,unlock,upgrade_type,dummy_column,dangapercashcomplete,dangatime,,,,,,,,,,,,,,,,,,,
,6600,업글(60),주입기(66),없음(0),주입기 Lv.0,0,-1,저급(0),0,itran001,0,0,0,0,1,1,주입기 Lv.0,0,0,10,0,0,null,3,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6601,업글(60),주입기(66),없음(0),주입기 Lv.1,0,-1,저급(0),0,itran001,0,0,50,0,1,1,주입기 Lv.1,1,0,30,90,1,transfer_01,3,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6602,업글(60),주입기(66),없음(0),주입기 Lv.2,0,-1,저급(0),0,itran002,0,0,130,0,1,1,주입기 Lv.2,2,0,30,210,2,transfer_02,4,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6603,업글(60),주입기(66),없음(0),주입기 Lv.3,0,-1,저급(0),0,itran002,0,0,230,0,1,1,주입기 Lv.3,3,0,40,600,3,transfer_02,5,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6604,업글(60),주입기(66),없음(0),주입기 Lv.4,0,-1,저급(0),0,itran002,0,0,360,0,1,1,주입기 Lv.4,4,0,40,1200,4,transfer_02,7,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6605,업글(60),주입기(66),없음(0),주입기 Lv.5,0,-1,저급(0),0,itran003,0,0,500,0,1,1,주입기 Lv.5,5,0,40,2400,5,transfer_03,9,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6606,업글(60),주입기(66),없음(0),주입기 Lv.6,0,-1,저급(0),0,itran003,0,0,630,0,1,1,주입기 Lv.6,6,0,40,3600,6,transfer_03,11,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6607,업글(60),주입기(66),없음(0),주입기 Lv.7,0,-1,저급(0),0,itran003,0,0,770,0,1,1,주입기 Lv.7,7,0,50,7200,7,transfer_03,13,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6608,업글(60),주입기(66),없음(0),주입기 Lv.8,0,-1,저급(0),0,itran004,0,0,910,0,1,1,주입기 Lv.8,8,0,50,10800,8,transfer_04,15,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6609,업글(60),주입기(66),없음(0),주입기 Lv.9,0,-1,저급(0),0,itran004,0,0,1150,0,1,1,주입기 Lv.9,9,0,50,14400,9,transfer_04,17,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6610,업글(60),주입기(66),없음(0),주입기 Lv.10,0,-1,저급(0),0,itran004,0,0,1300,0,1,1,주입기 Lv.10,10,0,60,21600,10,transfer_04,19,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6611,업글(60),주입기(66),없음(0),주입기 Lv.11,0,-1,저급(0),0,itran005,0,0,2000,0,1,1,주입기 Lv.11,11,0,60,28800,11,transfer_05,21,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6612,업글(60),주입기(66),없음(0),주입기 Lv.12,0,-1,저급(0),0,itran005,0,0,2200,0,1,1,주입기 Lv.12,12,0,70,36000,12,transfer_05,23,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6613,업글(60),주입기(66),없음(0),주입기 Lv.13,0,-1,저급(0),0,itran005,0,0,2400,0,1,1,주입기 Lv.13,13,0,80,43200,13,transfer_05,25,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6614,업글(60),주입기(66),없음(0),주입기 Lv.14,0,-1,저급(0),0,itran006,0,0,3300,0,1,1,주입기 Lv.14,14,0,90,64800,14,transfer_06,27,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6615,업글(60),주입기(66),없음(0),주입기 Lv.15,0,-1,저급(0),0,itran006,0,0,3900,0,1,1,주입기 Lv.15,15,0,100,86400,15,transfer_06,29,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6616,업글(60),주입기(66),없음(0),주입기 Lv.16,0,-1,저급(0),0,itran006,0,0,4100,0,1,1,주입기 Lv.16,16,0,110,115200,16,transfer_06,31,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6617,업글(60),주입기(66),없음(0),주입기 Lv.17,0,-1,저급(0),0,itran007,0,0,5200,0,1,1,주입기 Lv.17,17,0,120,144000,17,transfer_07,33,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6618,업글(60),주입기(66),없음(0),주입기 Lv.18,0,-1,저급(0),0,itran007,0,0,5600,0,1,1,주입기 Lv.18,18,0,130,172800,18,transfer_07,35,7,0,2,300,,,,,,,,,,,,,,,,,,,
,6619,업글(60),주입기(66),없음(0),주입기 Lv.19,0,-1,저급(0),0,itran007,0,0,5900,0,1,1,주입기 Lv.19,19,0,140,201600,19,transfer_07,39,7,0,2,300,,,,,,,,,,,,,,,,,,,
